id,course_name,provider,description,course_status,pricing,duration_in_hours,rating,reviews,best_of_all_time,url
439,Fundamentos TIC para profesionales de negocios: Aplicaciones empresariales,edX,¿Tienes que trabajar con las Tecnologías de la Información y te faltan conocimientos? Conoce los fundamentos de los sistemas de información para la empresa.,On-Demand,Free Online Course (Audit),18,5,16,0,https://www.classcentral.com/course/information-systems-universitat-politecnica-de-va-7475
440,Crash Course Digital Electronics,Udemy,Udemy,On-Demand,Paid Course,8.633333333,0,754,0,https://www.classcentral.com/course/udemy-crash-course-digital-electronics-69234
441,Introduction to Concurrent Programming with GPUs,Coursera,"Aprenda a desenvolver código para processar grandes volumes de dados em paralelo, explorando arquiteturas de CPU/GPU, programação multithread em C e Python, e introdução ao software/hardware CUDA.",On-Demand,Free Online Course (Audit),19.7,0,0,0,https://www.classcentral.com/course/introduction-to-concurrent-programming-89920
442,Intro to Computer Science,Udacity,"Learn key computer science concepts in this introductory Python course. You'll learn by doing, and will build your own search engine and social network.",Finished,Free Online Course,2016,4.5,72,0,https://www.classcentral.com/course/udacity-intro-to-computer-science-320
443,Technical Support Fundamentals,Coursera,"Learn essential IT skills: computer hardware, software, networking, troubleshooting, and customer service. Build a computer, install operating systems, and understand Internet fundamentals for an entry-level IT Support role.",On-Demand,Free Online Course (Audit),19.25,3.5,9,0,https://www.classcentral.com/course/technical-support-fundamentals-10220
444,Interacting with the System and Managing Memory,Coursera,"Explore advanced C programming techniques, including user interaction, file handling, dynamic memory allocation, and large-scale project development, culminating in a Monte Carlo poker simulation.",On-Demand,Free Online Course (Audit),23.35,0,176,0,https://www.classcentral.com/course/interacting-system-managing-memory-10760
445,Advanced HTML & CSS (Live Online),CourseHorse,CourseHorse,On-Demand,$975.00,21,0,683,0,https://www.classcentral.comhttps://coursehorse.com/online/classes/tech/programming-coding/programming-languages/html/advanced-html---css?utm_source=class-central&utm_medium=referral
446,Intro to HTML and CSS,Udacity,Udacity,On-Demand,Free Online Course,504,4,45,0,https://www.classcentral.com/course/udacity-intro-to-html-and-css-2659
447,Ethics of AI,Independent,Independent,On-Demand,Free Certificate,0,4.5,0,0,https://www.classcentral.com/university/helsinki
448,Embrace HEX Numbers NOW!,Udemy,Udemy,On-Demand,Paid Course,1.466666667,0,574,0,https://www.classcentral.com/course/udemy-embrace-hex-numbers-now-122132
449,"Algorithms, Data Collection, and Starting to Code",Coursera,"Explore computational thinking, algorithms, and data collection while learning to write your first C programs. Develop problem-solving skills and implement STEM computations without prior coding experience.",On-Demand,Free Online Course (Audit),15.05,0,376,0,https://www.classcentral.com/course/algorithms-data-collection-code-15137
450,Design a CPU,Udemy,Udemy,On-Demand,Paid Course,8,0,547,0,https://www.classcentral.com/course/udemy-design-a-cpu-123864
451,HTML and CSS Tutorial - Create a Website for Beginners,freeCodeCamp,freeCodeCamp,On-Demand,Free Video,2.5,4.5,51,0,https://www.classcentral.com/classroom/freecodecamp-html-and-css-tutorial-create-a-website-for-beginners-57869
452,CSS Essential Training,LinkedIn Learning,LinkedIn Learning,On-Demand,Free Trial Available,5.45,0,952,0,https://www.classcentral.com/course/linkedin-learning-css-essential-training-29868
453,"Language, Proof and Logic",edX,"Explore formal logic concepts, from basics to advanced theories, using FOL language. Develop skills in truth analysis, proof techniques, and logical reasoning.",On-Demand,Free Online Course (Audit),112.5,4,3,0,https://www.classcentral.com/course/logic-stanford-university-language-proof-and-logi-2340
454,Machine Learning with Python: from Linear Models to Deep Learning.,edX,"An in-depth introduction to the field of machine learning, from linear models to deep learning and reinforcement learning, through hands-on Python projects. -- Part of the MITx MicroMasters program in Statistics and Data Science.",On-Demand,Free Online Course (Audit),180,3,30,0,https://www.classcentral.com/course/machine-learning-massachusetts-institute-of-techn-11483
455,"Cloud Computing Concepts, Part 1",Coursera,"Explore fundamental distributed computing concepts for cloud systems, including MapReduce, NoSQL stores, and key algorithms. Gain hands-on experience through C++ programming assignments and industry insights.",On-Demand,Free Online Course (Audit),23.41666667,2.5,22,0,https://www.classcentral.com/course/cloud-computing-2717
456,Intro to Theoretical Computer Science,Udacity,Udacity,On-Demand,Free Online Course,1344,3,2,0,https://www.classcentral.com/course/udacity-intro-to-theoretical-computer-science-455
457,The Fundamentals of Computing Capstone Exam,Coursera,Comprehensive exam testing mastery of computing fundamentals through 25 questions. Demonstrates individual proficiency and enhances the value of the specialization certificate.,On-Demand,Free Online Course (Audit),1.333333333,0,115,0,https://www.classcentral.com/course/fundamentals-of-computing-capstone-2874
458,In-Memory Data Management,openHPI,openHPI,On-Demand,Free Online Course,1176,3.5,6,0,https://www.classcentral.com/course/openhpi-in-memory-data-management-465
459,Probabilistic Graphical Models 1: Representation,Coursera,"Explore probabilistic graphical models, including Bayesian networks and Markov networks, to encode complex probability distributions for applications like medical diagnosis and speech recognition.",On-Demand,Free Online Course (Audit),67,4,18,0,https://www.classcentral.com/course/probabilistic-graphical-models-309
460,Introduction to High-Performance and Parallel Computing,Coursera,"Explore high-performance computing fundamentals, from Linux basics to parallel programming models. Gain skills in big-data analysis, machine learning, and code optimization for scientific and engineering applications.",On-Demand,Free Online Course (Audit),14.05,0,140,0,https://www.classcentral.com/course/introduction-high-performance-computing-22706
461,Cybersecurity Fundamentals,edX,"Learn cybersecurity fundamentals, including how to detect threats, protect systems and networks, and anticipate potential cyber attacks.",On-Demand,Free Online Course (Audit),88,5,24,1,https://www.classcentral.com/course/cybersecurity-rochester-institute-of-technology-c-7844
462,Fundamentals of Computing,Coursera,"Master Python programming through 20+ fun projects, covering first-year Computer Science fundamentals. Develop sophisticated coding skills and demonstrate your knowledge in a comprehensive Capstone exam.",On-Demand,Paid Course,5130,5,1,0,https://www.classcentral.com/course/computer-fundamentals-18928
463,The Foundations of Computer Design,Udemy,Udemy,On-Demand,Paid Course,2,0,338,0,https://www.classcentral.com/course/udemy-the-foundations-of-computer-design-87048
464,Introduction to Technology-Assisted Decision-Making,Coursera,"Explore technology-assisted decision-making, learning graph theory and linear programming to optimize outcomes in various fields. Gain practical skills for data-driven problem-solving and resource allocation.",On-Demand,Free Online Course (Audit),8.833333333,4,1,0,https://www.classcentral.com/course/introduction-to-technology-assisted-decision-maki-273020
465,Google Cloud Fundamentals: Core Infrastructure,Coursera,"Explore Google Cloud's core services, infrastructure, and management tools through hands-on labs. Learn about computing, storage, networking, and application development in the cloud.",On-Demand,Free Online Course (Audit),5.916666667,4.5,8,0,https://www.classcentral.com/course/gcp-fundamentals-7784
466,Productive coding with WebStorm,Udemy,Udemy,On-Demand,Paid Course,2.133333333,0,329,0,https://www.classcentral.com/course/udemy-productive-coding-with-webstorm-395348
467,"Data Analysis and Representation, Selection and Iteration",Coursera,"Explore data analysis, representation, selection, and iteration in C programming. Learn to calculate statistics, make decisions in code, represent data sets, and use loops for efficient problem-solving.",On-Demand,Free Online Course (Audit),10.68333333,0,93,0,https://www.classcentral.com/course/data-analysis-representation-selection-i-15139
468,"Computer Science:  Algorithms, Theory, and Machines",Coursera,"Explore algorithms, theory, and machines in computer science. Learn about sorting, data structures, computational theory, and computer architecture. Gain insights into the field's history and fundamental concepts.",On-Demand,Free Online Course (Audit),20.06666667,0,714,0,https://www.classcentral.com/course/computerscience2-10671
469,Systems Engineering,Coursera,"Comprehensive overview of systems engineering principles for complex project development, covering architecture, requirements, optimization, and verification techniques.",On-Demand,Free Online Course (Audit),1.483333333,0,250,0,https://www.classcentral.com/course/systems-engineering-mathworks-202051
470,Systems Engineering and Program Management,Coursera,"Learn to apply Systems Engineering to complex program management, including risk assessment, scope definition, and change control, while developing essential leadership skills for engineering and technical roles.",On-Demand,Free Online Course (Audit),15.21666667,0,46,0,https://www.classcentral.com/course/systems-engineering-and-program-management-183953
471,AI For Everyone,Coursera,"Learn AI fundamentals, applications, and implications for business and society. Gain practical insights to leverage AI in your organization and navigate ethical considerations.",On-Demand,Free Online Course (Audit),6.95,4.5,7,0,https://www.classcentral.com/course/ai-for-everyone-12502
472,Applying Systems Engineering to the Design Process,Coursera,"Learn to apply systems engineering principles to design processes, covering requirements analysis, functional analysis, trade studies, and design reviews for effective engineering management.",On-Demand,Free Online Course (Audit),21.61666667,0,31,0,https://www.classcentral.com/course/applying-systems-engineering-to-the-design-proces-183954
473,"Simulation, Algorithm Analysis, and Pointers",Coursera,"Explore advanced C programming concepts including file I/O, automation, simulation, parallelization, algorithm analysis, and in-depth pointer usage to enhance problem-solving skills.",On-Demand,Free Online Course (Audit),10.6,0,36,0,https://www.classcentral.com/course/simulation-algorithm-analysis-pointers-15138
474,"Abstraction, Problem Decomposition, and Functions",Coursera,"Learn to use arrays, strings, abstraction, and functions in C programming. Develop problem-solving skills through decomposition and implement solutions using these fundamental programming concepts.",On-Demand,Free Online Course (Audit),16.76666667,0,37,0,https://www.classcentral.com/course/abstraction-problem-decomposition-functi-15140
475,Search Engines for Web and Enterprise Data,Coursera,"Explore web and enterprise search technologies, including indexing, ranking, and advanced applications. Learn to evaluate search quality, understand user intent, and apply real-world examples to reinforce algorithm comprehension.",On-Demand,Free Online Course (Audit),30.03333333,0,0,0,https://www.classcentral.com/course/search-engine-126402
476,Programming for Everyone – An Introduction to Visual Programming Languages,edX,"This MOOC will help participants understand what programming is, and how to use programs. It will review programming languages and teach how to program in visual and intuitive languages. It requires no prior knowledge of programming or ofmathematics.",On-Demand,Free Online Course (Audit),20,4,5,0,https://www.classcentral.com/course/computer-programming-israelx-programming-for-ever-9381
477,Decoding AP Computer Science A,Udemy,Udemy,On-Demand,Free Online Course,10.68333333,0,3195,0,https://www.classcentral.com/course/udemy-decoding-ap-computer-science-a-66723
478,Introduction to Systems Engineering,Coursera,"Learn holistic systems engineering for complex projects. Master system design, lifecycle modeling, and effective management. Gain skills to lead engineering teams and speak the language of systems engineering.",On-Demand,Paid Course,2249,0,0,0,https://www.classcentral.com/course/introduction-systems-engineering-184081
479,Introduction to Linux,edX,Never learned Linux? Want a refresh? Develop a good working knowledge of Linux using both the graphical interface and command line across the major Linux distribution families.,On-Demand,Free Online Course (Audit),84,4,38,1,https://www.classcentral.com/course/linux-the-linux-foundation-introduction-to-linux-1857
480,Introduction to Machine Learning Course,Udacity,"This class will teach you the end-to-end process of investigating data through a machine learning lens. Learn online, with Udacity.",On-Demand,Free Online Course,1680,4,20,0,https://www.classcentral.com/course/udacity-introduction-to-machine-learning-course-2996
481,The Arduino Platform and C Programming,Coursera,"Explore Arduino platform, C programming, and embedded systems. Learn board components, IDE usage, shields, programming concepts, and debugging techniques for interactive physical computing projects.",On-Demand,Free Online Course (Audit),12.36666667,3,13,0,https://www.classcentral.com/course/arduino-platform-4206
482,Choosing a Programming Language,Codecademy,Codecademy,On-Demand,Free Trial Available,1,0,2141,0,https://www.classcentral.com/course/codecademy-choosing-a-programming-language-track-159748
483,Understanding the World Through Data,edX,Become a data explorer – learn how to leverage data and basic machine learning algorithms to understand the world.,On-Demand,Free Online Course (Audit),36,0,36,0,https://www.classcentral.com/course/data-science-massachusetts-institute-of-technolog-107514
484,CSS Fundamentals: Comprehensive Training for Web Developers,Udemy,Udemy,On-Demand,Paid Course,5.2,0,135,0,https://www.classcentral.com/course/udemy-css-fundamentals-comprehensive-training-for-web-developers-419678
485,Developing FPGA-accelerated cloud applications with SDAccel: Practice,Coursera,"Aprenda a desenvolver aplicações aceleradas por FPGA na nuvem usando SDAccel, com foco em um exemplo prático do algoritmo Smith-Waterman para alinhamento de sequências de DNA.",On-Demand,Free Online Course (Audit),12.85,0,26,0,https://www.classcentral.com/course/fpga-sdaccel-practice-13658
486,Introduction to Deep Learning,YouTube,Deep Learning is subset of machine learning focused on extracting patterns from data using neural networks and use those patterns to inform the learning tasks.,On-Demand,Free Video,55.26666667,5,16,0,https://www.classcentral.com/classroom/youtube-mit-6-s191-introduction-to-deep-learning-53113
487,Computational Thinking for Modeling and Simulation,edX,"Develop the thought processes involved in formulating a problem so a computer can effectively carry out&nbsp;the solution.&nbsp; In particular, this course emphasizes use of computers for modeling physical systems and predicting their behavior.",On-Demand,Free Online Course (Audit),36,2,1,0,https://www.classcentral.com/course/simulation-massachusetts-institute-of-technology--12764
488,Introduction to Computational Science and Engineering,edX,CSE.0002x is an introduction to using computing to solve problems in engineering and science including simulation of time-dependent phenomena; optimization of systems; and quantification of uncertainty.,On-Demand,Free Online Course (Audit),135,4,1,0,https://www.classcentral.com/course/computer-programming-massachusetts-institute-of-t-192616
489,Compiler Design,YouTube,YouTube,On-Demand,Free Video,5,5,1,0,https://www.classcentral.com/classroom/youtube-compiler-design-complete-playlist-46803
490,Computational Thinking using Python,edX,"Learn computational thinking and Python programming to solve real-world problems. Covers algorithms, data structures, and analytical techniques for beginners and aspiring computer scientists.",On-Demand,$298.00,0,4,1,0,https://www.classcentral.com/course/mitx-computational-thinking-using-python-18506
491,Emerging Technologies: From Smartphones to IoT to Big Data,Coursera,"Explore cutting-edge tech: Big Data, IoT, smartphones, AR, cloud computing. Gain expert knowledge for research, development, and strategic planning in advanced science and technology fields.",On-Demand,Paid Course,5130,0,0,0,https://www.classcentral.com/course/emerging-technologies-18624
492,"Image Segmentation, Filtering, and Region Analysis",Coursera,"Learn advanced image processing techniques including spatial filtering, edge detection, and region analysis. Apply these skills to segment and analyze MRI brain images using MATLAB.",On-Demand,Free Online Course (Audit),9.3,0,48,0,https://www.classcentral.com/course/image-segmentation-62894
493,ITIL (Information Technology Infrastructure Library) Training Course,Cybrary,Cybrary,On-Demand,Free Video,1.5,5,24,0,https://www.classcentral.com/classroom/cybrary-itil-information-technology-infrastructure-library-training-course-80335
494,Computer Organization: CPU Cache and the Memory Hierarchy,Udemy,Udemy,On-Demand,Paid Course,2.5,0,60,0,https://www.classcentral.com/course/udemy-cpu-cache-and-the-memory-hierarchy-105917
495,Cyber-Physical Systems: Modeling and Simulation,Coursera,"Explore modeling and simulation of cyber-physical systems, focusing on physical processes, finite state machines, computation, converters, and digital networks. Gain practical skills for analyzing complex interconnected systems.",On-Demand,Free Online Course (Audit),13.2,0,52,0,https://www.classcentral.com/course/cyber-physical-systems-1-9791
496,"Intro to Computer Organization, Number & Data Representation",Udemy,Udemy,On-Demand,Paid Course,4.5,0,52,0,https://www.classcentral.com/course/udemy-intro-to-computer-organization-number-and-d-118850
497,Social and Economic Networks:  Models and Analysis,Coursera,"Explore social and economic network modeling, formation patterns, and their impact on human behavior. Learn concepts from various disciplines to analyze network structures and their influence on diffusion and learning.",On-Demand,Free Online Course (Audit),30,4.5,11,0,https://www.classcentral.com/course/networksonline-744
498,Armv8-M Architecture Fundamentals,Coursera,"Comprehensive exploration of Armv8-M architecture, covering programmers' model, assembly programming, memory model, protection, and exception handling for embedded systems developers.",On-Demand,Free Online Course (Audit),13.65,0,48,0,https://www.classcentral.com/course/armv8-m-architecture-fundamentals-110581
499,ศาสตร์และศิลป์ของการเขียนโปรแกรมคอมพิวเตอร์ | The Art and Science of Computer Programming,ThaiMOOC,เรียนรู้การเขียนโปรแกรมคอมพิวเตอร์ตั้งแต่พื้นฐาน สู่การทำ Abstraction และการใช้โครงสร้างข้อมูลและอัลกอริทึม เพื่อพัฒนาทักษะการคิดเชิงตรรกะอย่างเป็นระบบ,On-Demand,Free Online Course,0,0,0,0,https://www.classcentral.com/course/thaimooc-the-art-and-science-of-computer-programming-15251
500,The Fundamentals of RDMA Programming,Coursera,"Learn to program RDMA applications for high-performance data transfer between servers. Covers RDMA basics, core components, operations, and connection management with hands-on coding examples.",On-Demand,Free Online Course (Audit),5.3,0,39,0,https://www.classcentral.com/course/the-fundamentals-of-rdma-programming-207284
501,Automated Reasoning: Symbolic Model Checking,Coursera,"Explore symbolic model checking using CTL and BDDs to verify properties of transition systems, enabling efficient analysis of large state spaces in automated reasoning.",On-Demand,Free Online Course (Audit),13.18333333,0,26,0,https://www.classcentral.com/course/automated-reasoning-symbolic-model-checking-18066
502,Multicore Programming Primer,MIT OpenCourseWare,The course serves as an introductory course in parallel programming. It offers a series of lectures on parallel programming concepts as well as a group project providing hands-on experience with parallel programming.,On-Demand,Free Video,20,0,0,0,https://www.classcentral.com/classroom/mit-ocw-6-189-multicore-programming-primer-january-iap-2007-40944
503,CSS Part 2 (Live Online),CourseHorse,CourseHorse,On-Demand,$699.00,6,0,22,0,https://www.classcentral.comhttps://coursehorse.com/online/classes/tech/programming-coding/programming-languages/more-programming-languages/css/css-part-2--online-?utm_source=class-central&utm_medium=referral
504,CSS Part 1 (Live Online),CourseHorse,CourseHorse,On-Demand,$699.00,6,0,22,0,https://www.classcentral.comhttps://coursehorse.com/online/classes/tech/programming-coding/programming-languages/more-programming-languages/css/css-part-1--online-?utm_source=class-central&utm_medium=referral
505,"System Validation (4): Modelling Software, Protocols, and other behaviour",Coursera,"Explore advanced modeling techniques for software, protocols, and behaviors. Learn to create efficient, analyzable models using formal methods and linear processes.",On-Demand,Free Online Course (Audit),3.816666667,0,13,0,https://www.classcentral.com/course/system-validation-software-protocols-7803
506,System Validation (2): Model process behaviour,Coursera,"Explore process behavior modeling, focusing on protocols and distributed algorithms. Learn to analyze system properties and manage complexity in behavioral models.",On-Demand,Free Online Course (Audit),3.883333333,0,10,0,https://www.classcentral.com/course/system-validation-behavior-7420
507,System Validation (3): Requirements by modal formulas,Coursera,"Aprenda a especificar requisitos formais para sistemas usando lógica modal e fórmulas fixas, permitindo análise automatizada e garantia de comportamento correto em sistemas embarcados.",On-Demand,Free Online Course (Audit),3.933333333,0,13,0,https://www.classcentral.com/course/system-validation-modal-formulas-7808
508,Microsoft 365 Fundamentals,Coursera,"Domina Microsoft 365: mejora tus habilidades en Word, Excel y PowerPoint, aumenta tu productividad y prepárate para certificaciones oficiales en 22 semanas.",On-Demand,Paid Course,3784,0,0,0,https://www.classcentral.com/course/microsoft-365-fundamentals-89482
509,プログラミングしながら学ぶコンピュータサイエンス入門 : Introduction to Computer Science and Programming,edX,プログラミング体験を通じてコンピュータサイエンスの基礎から最先端までを学び、ビッグデータやAI時代に必要な「計算」の活用法を習得する入門コース。,On-Demand,Free Online Course (Audit),10,0,0,0,https://www.classcentral.com/course/computer-programming-tokyo-institute-of-technolog-13874
510,Basic Programming in Python II,Coursera,"Hands-on Python programming covering core concepts, data science intro, and web app development. Practice clean coding, advanced loops, and real-world problem-solving.",On-Demand,Free Online Course (Audit),10.71666667,0,0,0,https://www.classcentral.com/course/coursera-basic-programming-in-python-ii-287972
511,Basic Programming in Python I,Coursera,"Hands-on Python programming covering core concepts, data types, functions, and object-oriented basics. Explore data science and web application development while solving real-world problems creatively.",On-Demand,Free Online Course (Audit),23.08333333,0,0,0,https://www.classcentral.com/course/coursera-basic-programming-in-python-i-287971
512,คอมพิวเตอร์สารสนเทศขั้นพื้นฐาน | Introduction to Computer Information science,ThaiMOOC,เรียนรู้พื้นฐานเทคโนโลยีคอมพิวเตอร์ ระบบเครือข่าย อินเทอร์เน็ต และโปรแกรมสำนักงาน พร้อมกฎหมายและจริยธรรมที่เกี่ยวข้อง เหมาะสำหรับผู้สนใจทุกวัย,On-Demand,Free Online Course,0,0,0,0,https://www.classcentral.com/course/thaimooc-introduction-to-computer-information-science-15240
513,CSS Practice Questions,Coursera,"Hands-on CSS challenges to recreate popular components, animations, and layouts. Refine skills in transitions, pseudo-elements, and keyframe animations while gaining practical experience.",On-Demand,Free Online Course (Audit),3.533333333,0,0,0,https://www.classcentral.com/course/coursera-boost-your-css-intermediate-challenges-303974
514,プログラミングしながら学ぶコンピュータサイエンス入門 : Introduction to Computer Science and Programming,edX,edX,On-Demand,Free Online Course (Audit),10,0,0,0,https://www.classcentral.com/course/computer-science-institute-of-science-tokyo-hurok-452436
515,Hacker Tools,Independent,Learn to make the most of the tools that hackers have been using for decades.,On-Demand,Free Online Course,15,0,0,0,https://www.classcentral.com/course/independent-hacker-tools-13160
516,Introduction to Computational Thinking,MIT OpenCourseWare,"Explore computational thinking through interactive programming, combining math, data science, and climate modeling to develop sophisticated problem-solving skills for the modern interconnected world.",On-Demand,Free Online Course,0,0,0,0,https://www.classcentral.com/course/computationalthinking-spring-21-94397
517,CSS,Coursera,"Master modern web design fundamentals through hands-on practice with HTML, CSS layouts, responsive design, animations, and Tailwind CSS for building professional, adaptive websites.",On-Demand,Paid Course,0,0,0,0,https://www.classcentral.com/course/css-393036
518,Improve your CSS,Coursera,"Master responsive layouts, advanced CSS techniques, and Tailwind CSS while building real-world components. Create stunning UI effects with shadows, gradients, and animations through hands-on practice.",On-Demand,Paid Course,0,0,0,0,https://www.classcentral.com/course/improve-your-css-387841
519,Introduction to CS and Programming using Python,MIT OpenCourseWare,"Learn Python programming fundamentals, problem-solving techniques, and computational thinking. Develop coding skills through hands-on exercises and projects, suitable for beginners across all majors.",On-Demand,Free Online Course,0,0,0,0,https://www.classcentral.com/course/mit-ocw-6-100l-introduction-to-cs-and-programming-using-python-fall-2022-292230
520,CSS,Coursera,"Master the fundamentals of web design with HTML and CSS, exploring advanced techniques like Flexbox, Grid, variables, responsive design, animations, and Tailwind CSS for creating modern, interactive websites.",On-Demand,Paid Course,0,0,0,0,https://www.classcentral.com/course/css-442616
521,XHTML - Advanced Styling with CSS,Coursera,"Master advanced XHTML styling with CSS through progressive modules covering selectors, box model, layout techniques, and cross-browser compatibility strategies.",On-Demand,Free Online Course (Audit),6.233333333,0,0,0,https://www.classcentral.com/course/coursera-xhtml-advanced-styling-with-css-472177
522,XHTML - Styling with CSS,Coursera,"Master XHTML styling with CSS fundamentals, typography, text formatting, color systems, and advanced decorative techniques for professional web design.",On-Demand,Free Online Course (Audit),3.766666667,0,0,0,https://www.classcentral.com/course/coursera-xhtml-styling-with-css-472181
523,Deep Learning,Udacity,Deep Learning,On-Demand,Paid Course,2179.6,4.5,14,0,https://www.classcentral.com/course/udacity-deep-learning-nanodegree--nd101-18223
524,Convolutional Neural Networks,Coursera,"Explore computer vision applications, build CNNs, and apply them to visual tasks. Learn advanced techniques like residual networks and neural style transfer for image and video processing.",On-Demand,Free Online Course (Audit),35.71666667,5,8,0,https://www.classcentral.com/course/convolutional-neural-networks-9057
525,Blockchain Developer,Udacity,Udacity,On-Demand,Paid Course,2064,5,12,0,https://www.classcentral.com/course/udacity-blockchain-developer-nanodegree--nd1309-18231
526,Structuring Machine Learning Projects,Coursera,"Learn to structure and optimize machine learning projects, diagnose errors, and make strategic decisions as an ML project leader to improve system performance and efficiency.",On-Demand,Free Online Course (Audit),6.616666667,4.5,6,0,https://www.classcentral.com/course/machine-learning-projects-9056
527,Statistical Methods for Computer Science,Coursera,"Master advanced probability and statistical modeling techniques for data analysis, from fundamental concepts to computational methods, using R programming for real-world applications.",On-Demand,Paid Course,0,0,0,0,https://www.classcentral.com/course/statistical-methods-for-computer-science-365531
528,Introduction to CSS,LinkedIn Learning,LinkedIn Learning,On-Demand,Free Trial Available,1.516666667,0,705,0,https://www.classcentral.com/course/linkedin-learning-introduction-to-css-77053
529,Automata Theory,edX,"Explore finite automata, context-free grammars, Turing machines, and intractable problems in this comprehensive study of theoretical computer science foundations.",On-Demand,Free Online Course (Audit),52.5,4,20,0,https://www.classcentral.com/course/coding-stanford-university-automata-theory-376
530,Algoritmos e Lógica de Programação - O Curso COMPLETO,Udemy,Udemy,On-Demand,Paid Course,30.73333333,0,31952,0,https://www.classcentral.com/course/udemy-curso-algoritmos-logica-de-programacao-68631
531,AI Technology for Marketing Optimization,edX,36 reviews,On-Demand,Free Online Course (Audit),12,3.5,36,0,https://www.classcentral.com/course/business-management-davidson-and-galileo-ai-techn-292536
532,HTML Tutorials for Beginners,YouTube,"Learn the fundamentals of web design with comprehensive tutorials covering HTML structure, tags, and elements. Create your first webpage and explore CSS and JavaScript integration for enhanced functionality.",On-Demand,Free Video,2.5,4.5,29,0,https://www.classcentral.com/classroom/youtube-html-tutorials-for-beginners-45746
533,Introduction to Front-End Development,Coursera,"Learn to create responsive webpages using HTML, CSS, and Bootstrap. Explore core web technologies, understand front-end development roles, and gain practical skills for building interactive user interfaces.",On-Demand,Free Online Course (Audit),19.21666667,4.5,7,0,https://www.classcentral.com/course/introduction-to-front-end-development-94547
534,Scientific Computing with Python,freeCodeCamp,freeCodeCamp,On-Demand,Free Certificate,300,5,4,0,https://www.classcentral.com/course/freecodecamp-scientific-computing-with-python-34065
535,The Bits and Bytes of Computer Networking,Coursera,"Comprehensive overview of computer networking, covering protocols, troubleshooting, network services, and cloud computing. Equips learners with practical skills for modern IT environments.",On-Demand,Free Online Course (Audit),21.86666667,4.5,5,0,https://www.classcentral.com/course/computer-networking-10222
536,Introduction to computational thinking,OpenLearn,"Explore algorithms, abstraction, and applications of computational thinking across disciplines like biology, physics, economics, and sport science. Learn about models, encapsulation, and machine learning.",On-Demand,Free Certificate,12,0,15,0,https://www.classcentral.com/course/openlearn-introduction-to-computational-thinking-263161
537,Transformando la educación con IA: ChatGPT,edX,"Descubre cómo la inteligencia artificial, especialmente el modelo de lenguaje ChatGPT, puede ser utilizado para potenciar el proceso de enseñanza y aprendizaje.",On-Demand,Free Online Course (Audit),18,4.5,440,0,https://www.classcentral.com/course/chatgpt-universidad-galileo-transformando-la-educ-132552
538,Software Engineering: Introduction,edX,Learn software engineering principles that are applicable to the breadth of large-scale software systems.,On-Demand,Free Online Course (Audit),72,0,18,0,https://www.classcentral.com/course/software-engineering-university-of-british-columb-8205
539,Computer Organization and Architecture,YouTube,YouTube,On-Demand,Free Video,9,0,0,0,https://www.classcentral.com/classroom/youtube-computer-organization-and-architecture-complete-playlist-46809
540,Accessible Gamification,edX,"Learn how accessibility plays into gamification fundamentals, creating efficiency in business for everyone.",On-Demand,Free Online Course (Audit),12.5,0,0,0,https://www.classcentral.com/course/gamification-the-georgia-institute-of-technology--9485
541,C Programming: Modular Programming and Memory Management,edX,8 ratings at edX,On-Demand,Free Online Course (Audit),15,0,8,0,https://www.classcentral.com/course/c-programming-dartmouth-college-c-programming-mod-11666
542,The Joy of Computing using Python,Swayam,3 reviews,On-Demand,Free Online Course,2016,5,3,0,https://www.classcentral.com/course/swayam-the-joy-of-computing-using-python-12931
543,Software Construction: Object-Oriented Design,edX,Learn how to design large software systems that solve real-world problems using object-oriented design techniques.,On-Demand,Free Online Course (Audit),54,0,5,0,https://www.classcentral.com/course/object-oriented-programming-university-of-british-8201
544,Software Construction: Data Abstraction,edX,"Learn powerful data abstraction and decomposition techniques to build large, complex programs.",On-Demand,Free Online Course (Audit),54,3,1,0,https://www.classcentral.com/course/java-university-of-british-columbia-software-cons-8200
545,An introduction to computers and computer systems,OpenLearn,"Explore processors, components, data representation, and networks in computer systems, from everyday devices to interconnected networks, with a glimpse into future developments.",On-Demand,Free Certificate,16,0,19,0,https://www.classcentral.com/course/openlearn-an-introduction-to-computers-and-computer-systems-263164
546,Systems engineering: Challenging complexity,OpenLearn,"Examine systems engineering's importance in managing complex projects. Learn to evaluate relationships, assess stakeholders, and classify projects based on demands, choices, and constraints.",On-Demand,Free Certificate,25,0,8,0,https://www.classcentral.com/course/openlearn-systems-engineering-challenging-complexity-263162
547,Cryptocurrency Engineering and Design,MIT OpenCourseWare,"This course looks at the design of Bitcoin and other cryptocurrencies and how they function in practice, focusing on cryptography, game theory, and network architecture.",On-Demand,Free Video,25,4.5,19,0,https://www.classcentral.com/classroom/mit-ocw-mas-s62-cryptocurrency-engineering-and-design-spring-2018-40972
548,Machine Learning With Big Data,Coursera,"Explore, analyze, and leverage big data using machine learning techniques. Learn to design approaches, prepare data, construct models, and scale solutions using open-source tools and Spark.",On-Demand,Free Online Course (Audit),20.1,2,14,0,https://www.classcentral.com/course/machinelearningwithbigdata-4238
549,Learn CSS: Colors,Codecademy,,On-Demand,Free Trial Available,1,0,0,0,https://www.classcentral.com/course/codecademy-learn-css-colors-159802
